host_id,initial_size,compressed_size,compression_ratio,compression_method,timeframe
21,3096083,1547780,2.000338e+00,lz4,2,120
22,3097446,1550548,1.997646e+00,lz4,2,120
23,3097072,1548709,1.999777e+00,lz4,2,120
24,3095899,1546964,2.001274e+00,lz4,2,120
25,3096017,1547842,2.000215e+00,lz4,2,120
26,3096250,1548244,1.999846e+00,lz4,2,120
27,3097895,1549556,1.999215e+00,lz4,2,120
28,3094585,1548251,1.998762e+00,lz4,2,120
29,3098097,1550747,1.997809e+00,lz4,2,120
30,3096956,1548704,1.999708e+00,lz4,2,120
31,3096007,1548303,1.999613e+00,lz4,2,120
32,3099340,1550072,1.999481e+00,lz4,2,120
33,3096205,1548605,1.999351e+00,lz4,2,120
34,3099834,1550729,1.998953e+00,lz4,2,120
35,3096105,1547460,2.000766e+00,lz4,2,120
36,3095971,1549224,1.998401e+00,lz4,2,120
37,3095563,1548825,1.998653e+00,lz4,2,120
38,3094190,1544823,2.002941e+00,lz4,2,120
39,3100170,1549543,2.000700e+00,lz4,2,120
40,3100504,1551349,1.998586e+00,lz4,2,120
41,3094509,1547176,2.000101e+00,lz4,2,120
42,3100529,1549883,2.000492e+00,lz4,2,120
43,3096858,1549476,1.998649e+00,lz4,2,120
44,3097570,1548907,1.999842e+00,lz4,2,120
45,3095904,1548409,1.999410e+00,lz4,2,120
46,3096196,1548682,1.999246e+00,lz4,2,120
47,3094983,1547875,1.999504e+00,lz4,2,120
48,3095689,1547676,2.000218e+00,lz4,2,120
49,3097974,1549916,1.998801e+00,lz4,2,120
0,3098184,1549792,1.999097e+00,lz4,4,240
1,3096715,1547802,2.000718e+00,lz4,4,240
2,3097756,1549616,1.999048e+00,lz4,4,240
3,3100468,1551121,1.998856e+00,lz4,4,240
4,3096679,1548521,1.999766e+00,lz4,4,240
5,3099905,1552216,1.997084e+00,lz4,4,240
6,3096621,1548531,1.999715e+00,lz4,4,240
7,3097080,1549426,1.998856e+00,lz4,4,240
8,3094040,1546941,2.000102e+00,lz4,4,240
9,3098128,1549233,1.999782e+00,lz4,4,240
10,3097741,1548765,2.000136e+00,lz4,4,240
11,3095888,1547333,2.000790e+00,lz4,4,240
12,3097537,1548356,2.000533e+00,lz4,4,240
13,3098568,1550561,1.998353e+00,lz4,4,240
14,3097396,1549516,1.998944e+00,lz4,4,240
15,3098477,1549522,1.999634e+00,lz4,4,240
16,3099451,1550975,1.998389e+00,lz4,4,240
17,3098734,1551020,1.997868e+00,lz4,4,240
18,3097347,1550590,1.997528e+00,lz4,4,240
19,3097796,1550310,1.998178e+00,lz4,4,240
20,3100360,1551361,1.998477e+00,lz4,4,240
21,3096083,1547780,2.000338e+00,lz4,4,240
22,3097446,1550548,1.997646e+00,lz4,4,240
23,3097072,1548709,1.999777e+00,lz4,4,240
24,3095899,1546964,2.001274e+00,lz4,4,240
25,3096017,1547842,2.000215e+00,lz4,4,240
26,3096250,1548244,1.999846e+00,lz4,4,240
27,3097895,1549556,1.999215e+00,lz4,4,240
28,3094585,1548251,1.998762e+00,lz4,4,240
29,3098097,1550747,1.997809e+00,lz4,4,240
30,3096956,1548704,1.999708e+00,lz4,4,240
31,3096007,1548303,1.999613e+00,lz4,4,240
32,3099340,1550072,1.999481e+00,lz4,4,240
33,3096205,1548605,1.999351e+00,lz4,4,240
34,3099834,1550729,1.998953e+00,lz4,4,240
35,3096105,1547460,2.000766e+00,lz4,4,240
36,3095971,1549224,1.998401e+00,lz4,4,240
37,3095563,1548825,1.998653e+00,lz4,4,240
38,3094190,1544823,2.002941e+00,lz4,4,240
39,3100170,1549543,2.000700e+00,lz4,4,240
40,3100504,1551349,1.998586e+00,lz4,4,240
41,3094509,1547176,2.000101e+00,lz4,4,240
42,3100529,1549883,2.000492e+00,lz4,4,240
43,3096858,1549476,1.998649e+00,lz4,4,240
44,3097570,1548907,1.999842e+00,lz4,4,240
45,3095904,1548409,1.999410e+00,lz4,4,240
46,3096196,1548682,1.999246e+00,lz4,4,240
47,3094983,1547875,1.999504e+00,lz4,4,240
48,3095689,1547676,2.000218e+00,lz4,4,240
49,3097974,1549916,1.998801e+00,lz4,4,240
0,3098184,1549792,1.999097e+00,lz4,8,480
1,3096715,1547802,2.000718e+00,lz4,8,480
2,3097756,1549616,1.999048e+00,lz4,8,480
3,3100468,1551121,1.998856e+00,lz4,8,480
4,3096679,1548521,1.999766e+00,lz4,8,480
5,3099905,1552216,1.997084e+00,lz4,8,480
6,3096621,1548531,1.999715e+00,lz4,8,480
7,3097080,1549426,1.998856e+00,lz4,8,480
8,3094040,1546941,2.000102e+00,lz4,8,480
9,3098128,1549233,1.999782e+00,lz4,8,480
10,3097741,1548765,2.000136e+00,lz4,8,480
11,3095888,1547333,2.000790e+00,lz4,8,480
12,3097537,1548356,2.000533e+00,lz4,8,480
13,3098568,1550561,1.998353e+00,lz4,8,480
14,3097396,1549516,1.998944e+00,lz4,8,480
15,3098477,1549522,1.999634e+00,lz4,8,480
16,3099451,1550975,1.998389e+00,lz4,8,480
17,3098734,1551020,1.997868e+00,lz4,8,480
18,3097347,1550590,1.997528e+00,lz4,8,480
19,3097796,1550310,1.998178e+00,lz4,8,480
20,3100360,1551361,1.998477e+00,lz4,8,480
21,3096083,1547780,2.000338e+00,lz4,8,480
22,3097446,1550548,1.997646e+00,lz4,8,480
23,3097072,1548709,1.999777e+00,lz4,8,480
24,3095899,1546964,2.001274e+00,lz4,8,480
25,3096017,1547842,2.000215e+00,lz4,8,480
26,3096250,1548244,1.999846e+00,lz4,8,480
27,3097895,1549556,1.999215e+00,lz4,8,480
28,3094585,1548251,1.998762e+00,lz4,8,480
29,3098097,1550747,1.997809e+00,lz4,8,480
30,3096956,1548704,1.999708e+00,lz4,8,480
31,3096007,1548303,1.999613e+00,lz4,8,480
32,3099340,1550072,1.999481e+00,lz4,8,480
33,3096205,1548605,1.999351e+00,lz4,8,480
34,3099834,1550729,1.998953e+00,lz4,8,480
35,3096105,1547460,2.000766e+00,lz4,8,480
36,3095971,1549224,1.998401e+00,lz4,8,480
37,3095563,1548825,1.998653e+00,lz4,8,480
38,3094190,1544823,2.002941e+00,lz4,8,480
39,3100170,1549543,2.000700e+00,lz4,8,480
40,3100504,1551349,1.998586e+00,lz4,8,480
41,3094509,1547176,2.000101e+00,lz4,8,480
42,3100529,1549883,2.000492e+00,lz4,8,480
43,3096858,1549476,1.998649e+00,lz4,8,480
44,3097570,1548907,1.999842e+00,lz4,8,480
45,3095904,1548409,1.999410e+00,lz4,8,480
46,3096196,1548682,1.999246e+00,lz4,8,480
47,3094983,1547875,1.999504e+00,lz4,8,480
48,3095689,1547676,2.000218e+00,lz4,8,480
49,3097974,1549916,1.998801e+00,lz4,8,480
0,3098184,1549792,1.999097e+00,lz4,16,960
1,3096715,1547802,2.000718e+00,lz4,16,960
2,3097756,1549616,1.999048e+00,lz4,16,960
3,3100468,1551121,1.998856e+00,lz4,16,960
4,3096679,1548521,1.999766e+00,lz4,16,960
5,3099905,1552216,1.997084e+00,lz4,16,960
6,3096621,1548531,1.999715e+00,lz4,16,960
7,3097080,1549426,1.998856e+00,lz4,16,960
8,3094040,1546941,2.000102e+00,lz4,16,960
9,3098128,1549233,1.999782e+00,lz4,16,960
10,3097741,1548765,2.000136e+00,lz4,16,960
11,3095888,1547333,2.000790e+00,lz4,16,960
12,3097537,1548356,2.000533e+00,lz4,16,960
13,3098568,1550561,1.998353e+00,lz4,16,960
14,3097396,1549516,1.998944e+00,lz4,16,960
15,3098477,1549522,1.999634e+00,lz4,16,960
16,3099451,1550975,1.998389e+00,lz4,16,960
17,3098734,1551020,1.997868e+00,lz4,16,960
18,3097347,1550590,1.997528e+00,lz4,16,960
19,3097796,1550310,1.998178e+00,lz4,16,960
20,3100360,1551361,1.998477e+00,lz4,16,960
21,3096083,1547780,2.000338e+00,lz4,16,960
22,3097446,1550548,1.997646e+00,lz4,16,960
23,3097072,1548709,1.999777e+00,lz4,16,960
24,3095899,1546964,2.001274e+00,lz4,16,960
25,3096017,1547842,2.000215e+00,lz4,16,960
26,3096250,1548244,1.999846e+00,lz4,16,960
27,3097895,1549556,1.999215e+00,lz4,16,960
28,3094585,1548251,1.998762e+00,lz4,16,960
29,3098097,1550747,1.997809e+00,lz4,16,960
30,3096956,1548704,1.999708e+00,lz4,16,960
31,3096007,1548303,1.999613e+00,lz4,16,960
32,3099340,1550072,1.999481e+00,lz4,16,960
33,3096205,1548605,1.999351e+00,lz4,16,960
34,3099834,1550729,1.998953e+00,lz4,16,960
35,3096105,1547460,2.000766e+00,lz4,16,960
36,3095971,1549224,1.998401e+00,lz4,16,960
37,3095563,1548825,1.998653e+00,lz4,16,960
38,3094190,1544823,2.002941e+00,lz4,16,960
39,3100170,1549543,2.000700e+00,lz4,16,960
40,3100504,1551349,1.998586e+00,lz4,16,960
41,3094509,1547176,2.000101e+00,lz4,16,960
42,3100529,1549883,2.000492e+00,lz4,16,960
43,3096858,1549476,1.998649e+00,lz4,16,960
44,3097570,1548907,1.999842e+00,lz4,16,960
45,3095904,1548409,1.999410e+00,lz4,16,960
46,3096196,1548682,1.999246e+00,lz4,16,960
47,3094983,1547875,1.999504e+00,lz4,16,960
48,3095689,1547676,2.000218e+00,lz4,16,960
49,3097974,1549916,1.998801e+00,lz4,16,960
0,3098184,1549792,1.999097e+00,lz4,48,2880
1,3096715,1547802,2.000718e+00,lz4,48,2880
2,3097756,1549616,1.999048e+00,lz4,48,2880
3,3100468,1551121,1.998856e+00,lz4,48,2880
4,3096679,1548521,1.999766e+00,lz4,48,2880
5,3099905,1552216,1.997084e+00,lz4,48,2880
6,3096621,1548531,1.999715e+00,lz4,48,2880
7,3097080,1549426,1.998856e+00,lz4,48,2880
8,3094040,1546941,2.000102e+00,lz4,48,2880
9,3098128,1549233,1.999782e+00,lz4,48,2880
10,3097741,1548765,2.000136e+00,lz4,48,2880
11,3095888,1547333,2.000790e+00,lz4,48,2880
12,3097537,1548356,2.000533e+00,lz4,48,2880
13,3098568,1550561,1.998353e+00,lz4,48,2880
14,3097396,1549516,1.998944e+00,lz4,48,2880
15,3098477,1549522,1.999634e+00,lz4,48,2880
16,3099451,1550975,1.998389e+00,lz4,48,2880
17,3098734,1551020,1.997868e+00,lz4,48,2880
18,3097347,1550590,1.997528e+00,lz4,48,2880
19,3097796,1550310,1.998178e+00,lz4,48,2880
20,3100360,1551361,1.998477e+00,lz4,48,2880
21,3096083,1547780,2.000338e+00,lz4,48,2880
22,3097446,1550548,1.997646e+00,lz4,48,2880
23,3097072,1548709,1.999777e+00,lz4,48,2880
24,3095899,1546964,2.001274e+00,lz4,48,2880
25,3096017,1547842,2.000215e+00,lz4,48,2880
26,3096250,1548244,1.999846e+00,lz4,48,2880
27,3097895,1549556,1.999215e+00,lz4,48,2880
28,3094585,1548251,1.998762e+00,lz4,48,2880
29,3098097,1550747,1.997809e+00,lz4,48,2880
30,3096956,1548704,1.999708e+00,lz4,48,2880
31,3096007,1548303,1.999613e+00,lz4,48,2880
32,3099340,1550072,1.999481e+00,lz4,48,2880
33,3096205,1548605,1.999351e+00,lz4,48,2880
34,3099834,1550729,1.998953e+00,lz4,48,2880
35,3096105,1547460,2.000766e+00,lz4,48,2880
36,3095971,1549224,1.998401e+00,lz4,48,2880
37,3095563,1548825,1.998653e+00,lz4,48,2880
38,3094190,1544823,2.002941e+00,lz4,48,2880
39,3100170,1549543,2.000700e+00,lz4,48,2880
40,3100504,1551349,1.998586e+00,lz4,48,2880
41,3094509,1547176,2.000101e+00,lz4,48,2880
42,3100529,1549883,2.000492e+00,lz4,48,2880
43,3096858,1549476,1.998649e+00,lz4,48,2880
44,3097570,1548907,1.999842e+00,lz4,48,2880
45,3095904,1548409,1.999410e+00,lz4,48,2880
46,3096196,1548682,1.999246e+00,lz4,48,2880
47,3094983,1547875,1.999504e+00,lz4,48,2880
48,3095689,1547676,2.000218e+00,lz4,48,2880
49,3097974,1549916,1.998801e+00,lz4,48,2880
0,3098184,1144199,2.707732e+00,zstandard,2,120
1,3096715,1141877,2.711951e+00,zstandard,2,120
2,3097756,1143146,2.709852e+00,zstandard,2,120
3,3100468,1146043,2.705368e+00,zstandard,2,120
4,3096679,1142473,2.710505e+00,zstandard,2,120
5,3099905,1146009,2.704957e+00,zstandard,2,120
6,3096621,1143115,2.708932e+00,zstandard,2,120
7,3097080,1143839,2.707619e+00,zstandard,2,120
8,3094040,1142030,2.709246e+00,zstandard,2,120
9,3098128,1143643,2.708999e+00,zstandard,2,120
10,3097741,1144510,2.706609e+00,zstandard,2,120
11,3095888,1140735,2.713941e+00,zstandard,2,120
12,3097537,1142851,2.710359e+00,zstandard,2,120
13,3098568,1143329,2.710128e+00,zstandard,2,120
14,3097396,1143259,2.709269e+00,zstandard,2,120
15,3098477,1143290,2.710141e+00,zstandard,2,120
16,3099451,1145024,2.706887e+00,zstandard,2,120
17,3098734,1146384,2.703051e+00,zstandard,2,120
18,3097347,1145240,2.704540e+00,zstandard,2,120
19,3097796,1144193,2.707407e+00,zstandard,2,120
20,3100360,1144663,2.708535e+00,zstandard,2,120
21,3096083,1142420,2.710109e+00,zstandard,2,120
22,3097446,1144068,2.707397e+00,zstandard,2,120
23,3097072,1143082,2.709405e+00,zstandard,2,120
24,3095899,1141602,2.711890e+00,zstandard,2,120
25,3096017,1141317,2.712671e+00,zstandard,2,120
26,3096250,1143869,2.706822e+00,zstandard,2,120
27,3097895,1143579,2.708947e+00,zstandard,2,120
28,3094585,1142412,2.708817e+00,zstandard,2,120
29,3098097,1144460,2.707038e+00,zstandard,2,120
30,3096956,1143727,2.707776e+00,zstandard,2,120
31,3096007,1142066,2.710883e+00,zstandard,2,120
32,3099340,1143470,2.710469e+00,zstandard,2,120
33,3096205,1142641,2.709692e+00,zstandard,2,120
34,3099834,1145481,2.706142e+00,zstandard,2,120
35,3096105,1142053,2.710999e+00,zstandard,2,120
36,3095971,1142087,2.710801e+00,zstandard,2,120
37,3095563,1142369,2.709775e+00,zstandard,2,120
38,3094190,1139846,2.714568e+00,zstandard,2,120
39,3100170,1143575,2.710946e+00,zstandard,2,120
40,3100504,1144967,2.707942e+00,zstandard,2,120
41,3094509,1141461,2.711007e+00,zstandard,2,120
42,3100529,1143615,2.711165e+00,zstandard,2,120
43,3096858,1143786,2.707550e+00,zstandard,2,120
44,3097570,1142956,2.710139e+00,zstandard,2,120
45,3095904,1142700,2.709289e+00,zstandard,2,120
46,3096196,1142536,2.709933e+00,zstandard,2,120
47,3094983,1141244,2.711938e+00,zstandard,2,120
48,3095689,1142908,2.708607e+00,zstandard,2,120
49,3097974,1143950,2.708138e+00,zstandard,2,120
0,3098184,1144199,2.707732e+00,zstandard,4,240
1,3096715,1141877,2.711951e+00,zstandard,4,240
2,3097756,1143146,2.709852e+00,zstandard,4,240
3,3100468,1146043,2.705368e+00,zstandard,4,240
4,3096679,1142473,2.710505e+00,zstandard,4,240
5,3099905,1146009,2.704957e+00,zstandard,4,240
6,3096621,1143115,2.708932e+00,zstandard,4,240
7,3097080,1143839,2.707619e+00,zstandard,4,240
8,3094040,1142030,2.709246e+00,zstandard,4,240
9,3098128,1143643,2.708999e+00,zstandard,4,240
10,3097741,1144510,2.706609e+00,zstandard,4,240
11,3095888,1140735,2.713941e+00,zstandard,4,240
12,3097537,1142851,2.710359e+00,zstandard,4,240
13,3098568,1143329,2.710128e+00,zstandard,4,240
14,3097396,1143259,2.709269e+00,zstandard,4,240
15,3098477,1143290,2.710141e+00,zstandard,4,240
16,3099451,1145024,2.706887e+00,zstandard,4,240
17,3098734,1146384,2.703051e+00,zstandard,4,240
18,3097347,1145240,2.704540e+00,zstandard,4,240
19,3097796,1144193,2.707407e+00,zstandard,4,240
20,3100360,1144663,2.708535e+00,zstandard,4,240
21,3096083,1142420,2.710109e+00,zstandard,4,240
22,3097446,1144068,2.707397e+00,zstandard,4,240
23,3097072,1143082,2.709405e+00,zstandard,4,240
24,3095899,1141602,2.711890e+00,zstandard,4,240
25,3096017,1141317,2.712671e+00,zstandard,4,240
26,3096250,1143869,2.706822e+00,zstandard,4,240
27,3097895,1143579,2.708947e+00,zstandard,4,240
28,3094585,1142412,2.708817e+00,zstandard,4,240
29,3098097,1144460,2.707038e+00,zstandard,4,240
30,3096956,1143727,2.707776e+00,zstandard,4,240
31,3096007,1142066,2.710883e+00,zstandard,4,240
32,3099340,1143470,2.710469e+00,zstandard,4,240
33,3096205,1142641,2.709692e+00,zstandard,4,240
34,3099834,1145481,2.706142e+00,zstandard,4,240
35,3096105,1142053,2.710999e+00,zstandard,4,240
36,3095971,1142087,2.710801e+00,zstandard,4,240
37,3095563,1142369,2.709775e+00,zstandard,4,240
38,3094190,1139846,2.714568e+00,zstandard,4,240
39,3100170,1143575,2.710946e+00,zstandard,4,240
40,3100504,1144967,2.707942e+00,zstandard,4,240
41,3094509,1141461,2.711007e+00,zstandard,4,240
42,3100529,1143615,2.711165e+00,zstandard,4,240
43,3096858,1143786,2.707550e+00,zstandard,4,240
44,3097570,1142956,2.710139e+00,zstandard,4,240
45,3095904,1142700,2.709289e+00,zstandard,4,240
46,3096196,1142536,2.709933e+00,zstandard,4,240
47,3094983,1141244,2.711938e+00,zstandard,4,240
48,3095689,1142908,2.708607e+00,zstandard,4,240
49,3097974,1143950,2.708138e+00,zstandard,4,240
0,3098184,1144199,2.707732e+00,zstandard,8,480
1,3096715,1141877,2.711951e+00,zstandard,8,480
2,3097756,1143146,2.709852e+00,zstandard,8,480
3,3100468,1146043,2.705368e+00,zstandard,8,480
4,3096679,1142473,2.710505e+00,zstandard,8,480
5,3099905,1146009,2.704957e+00,zstandard,8,480
6,3096621,1143115,2.708932e+00,zstandard,8,480
7,3097080,1143839,2.707619e+00,zstandard,8,480
8,3094040,1142030,2.709246e+00,zstandard,8,480
9,3098128,1143643,2.708999e+00,zstandard,8,480
10,3097741,1144510,2.706609e+00,zstandard,8,480
11,3095888,1140735,2.713941e+00,zstandard,8,480
12,3097537,1142851,2.710359e+00,zstandard,8,480
13,3098568,1143329,2.710128e+00,zstandard,8,480
14,3097396,1143259,2.709269e+00,zstandard,8,480
15,3098477,1143290,2.710141e+00,zstandard,8,480
16,3099451,1145024,2.706887e+00,zstandard,8,480
17,3098734,1146384,2.703051e+00,zstandard,8,480
18,3097347,1145240,2.704540e+00,zstandard,8,480
19,3097796,1144193,2.707407e+00,zstandard,8,480
20,3100360,1144663,2.708535e+00,zstandard,8,480
21,3096083,1142420,2.710109e+00,zstandard,8,480
22,3097446,1144068,2.707397e+00,zstandard,8,480
23,3097072,1143082,2.709405e+00,zstandard,8,480
24,3095899,1141602,2.711890e+00,zstandard,8,480
25,3096017,1141317,2.712671e+00,zstandard,8,480
26,3096250,1143869,2.706822e+00,zstandard,8,480
27,3097895,1143579,2.708947e+00,zstandard,8,480
28,3094585,1142412,2.708817e+00,zstandard,8,480
29,3098097,1144460,2.707038e+00,zstandard,8,480
30,3096956,1143727,2.707776e+00,zstandard,8,480
31,3096007,1142066,2.710883e+00,zstandard,8,480
32,3099340,1143470,2.710469e+00,zstandard,8,480
33,3096205,1142641,2.709692e+00,zstandard,8,480
34,3099834,1145481,2.706142e+00,zstandard,8,480
35,3096105,1142053,2.710999e+00,zstandard,8,480
36,3095971,1142087,2.710801e+00,zstandard,8,480
37,3095563,1142369,2.709775e+00,zstandard,8,480
38,3094190,1139846,2.714568e+00,zstandard,8,480
39,3100170,1143575,2.710946e+00,zstandard,8,480
40,3100504,1144967,2.707942e+00,zstandard,8,480
41,3094509,1141461,2.711007e+00,zstandard,8,480
42,3100529,1143615,2.711165e+00,zstandard,8,480
43,3096858,1143786,2.707550e+00,zstandard,8,480
44,3097570,1142956,2.710139e+00,zstandard,8,480
45,3095904,1142700,2.709289e+00,zstandard,8,480
46,3096196,1142536,2.709933e+00,zstandard,8,480
47,3094983,1141244,2.711938e+00,zstandard,8,480
48,3095689,1142908,2.708607e+00,zstandard,8,480
49,3097974,1143950,2.708138e+00,zstandard,8,480
0,3098184,1144199,2.707732e+00,zstandard,16,960
1,3096715,1141877,2.711951e+00,zstandard,16,960
2,3097756,1143146,2.709852e+00,zstandard,16,960
3,3100468,1146043,2.705368e+00,zstandard,16,960
4,3096679,1142473,2.710505e+00,zstandard,16,960
5,3099905,1146009,2.704957e+00,zstandard,16,960
6,3096621,1143115,2.708932e+00,zstandard,16,960
7,3097080,1143839,2.707619e+00,zstandard,16,960
8,3094040,1142030,2.709246e+00,zstandard,16,960
9,3098128,1143643,2.708999e+00,zstandard,16,960
10,3097741,1144510,2.706609e+00,zstandard,16,960
11,3095888,1140735,2.713941e+00,zstandard,16,960
12,3097537,1142851,2.710359e+00,zstandard,16,960
13,3098568,1143329,2.710128e+00,zstandard,16,960
14,3097396,1143259,2.709269e+00,zstandard,16,960
15,3098477,1143290,2.710141e+00,zstandard,16,960
16,3099451,1145024,2.706887e+00,zstandard,16,960
17,3098734,1146384,2.703051e+00,zstandard,16,960
18,3097347,1145240,2.704540e+00,zstandard,16,960
19,3097796,1144193,2.707407e+00,zstandard,16,960
20,3100360,1144663,2.708535e+00,zstandard,16,960
21,3096083,1142420,2.710109e+00,zstandard,16,960
22,3097446,1144068,2.707397e+00,zstandard,16,960
23,3097072,1143082,2.709405e+00,zstandard,16,960
24,3095899,1141602,2.711890e+00,zstandard,16,960
25,3096017,1141317,2.712671e+00,zstandard,16,960
26,3096250,1143869,2.706822e+00,zstandard,16,960
27,3097895,1143579,2.708947e+00,zstandard,16,960
28,3094585,1142412,2.708817e+00,zstandard,16,960
29,3098097,1144460,2.707038e+00,zstandard,16,960
30,3096956,1143727,2.707776e+00,zstandard,16,960
31,3096007,1142066,2.710883e+00,zstandard,16,960
32,3099340,1143470,2.710469e+00,zstandard,16,960
33,3096205,1142641,2.709692e+00,zstandard,16,960
34,3099834,1145481,2.706142e+00,zstandard,16,960
35,3096105,1142053,2.710999e+00,zstandard,16,960
36,3095971,1142087,2.710801e+00,zstandard,16,960
37,3095563,1142369,2.709775e+00,zstandard,16,960
38,3094190,1139846,2.714568e+00,zstandard,16,960
39,3100170,1143575,2.710946e+00,zstandard,16,960
40,3100504,1144967,2.707942e+00,zstandard,16,960
41,3094509,1141461,2.711007e+00,zstandard,16,960
42,3100529,1143615,2.711165e+00,zstandard,16,960
43,3096858,1143786,2.707550e+00,zstandard,16,960
44,3097570,1142956,2.710139e+00,zstandard,16,960
45,3095904,1142700,2.709289e+00,zstandard,16,960
46,3096196,1142536,2.709933e+00,zstandard,16,960
47,3094983,1141244,2.711938e+00,zstandard,16,960
48,3095689,1142908,2.708607e+00,zstandard,16,960
49,3097974,1143950,2.708138e+00,zstandard,16,960
0,3098184,1144199,2.707732e+00,zstandard,48,2880
1,3096715,1141877,2.711951e+00,zstandard,48,2880
2,3097756,1143146,2.709852e+00,zstandard,48,2880
3,3100468,1146043,2.705368e+00,zstandard,48,2880
4,3096679,1142473,2.710505e+00,zstandard,48,2880
5,3099905,1146009,2.704957e+00,zstandard,48,2880
6,3096621,1143115,2.708932e+00,zstandard,48,2880
7,3097080,1143839,2.707619e+00,zstandard,48,2880
8,3094040,1142030,2.709246e+00,zstandard,48,2880
9,3098128,1143643,2.708999e+00,zstandard,48,2880
10,3097741,1144510,2.706609e+00,zstandard,48,2880
11,3095888,1140735,2.713941e+00,zstandard,48,2880
12,3097537,1142851,2.710359e+00,zstandard,48,2880
13,3098568,1143329,2.710128e+00,zstandard,48,2880
14,3097396,1143259,2.709269e+00,zstandard,48,2880
15,3098477,1143290,2.710141e+00,zstandard,48,2880
16,3099451,1145024,2.706887e+00,zstandard,48,2880
17,3098734,1146384,2.703051e+00,zstandard,48,2880
18,3097347,1145240,2.704540e+00,zstandard,48,2880
19,3097796,1144193,2.707407e+00,zstandard,48,2880
20,3100360,1144663,2.708535e+00,zstandard,48,2880
21,3096083,1142420,2.710109e+00,zstandard,48,2880
22,3097446,1144068,2.707397e+00,zstandard,48,2880
23,3097072,1143082,2.709405e+00,zstandard,48,2880
24,3095899,1141602,2.711890e+00,zstandard,48,2880
25,3096017,1141317,2.712671e+00,zstandard,48,2880
26,3096250,1143869,2.706822e+00,zstandard,48,2880
27,3097895,1143579,2.708947e+00,zstandard,48,2880
28,3094585,1142412,2.708817e+00,zstandard,48,2880
29,3098097,1144460,2.707038e+00,zstandard,48,2880
30,3096956,1143727,2.707776e+00,zstandard,48,2880
31,3096007,1142066,2.710883e+00,zstandard,48,2880
32,3099340,1143470,2.710469e+00,zstandard,48,2880
33,3096205,1142641,2.709692e+00,zstandard,48,2880
34,3099834,1145481,2.706142e+00,zstandard,48,2880
35,3096105,1142053,2.710999e+00,zstandard,48,2880
36,3095971,1142087,2.710801e+00,zstandard,48,2880
37,3095563,1142369,2.709775e+00,zstandard,48,2880
38,3094190,1139846,2.714568e+00,zstandard,48,2880
39,3100170,1143575,2.710946e+00,zstandard,48,2880
40,3100504,1144967,2.707942e+00,zstandard,48,2880
41,3094509,1141461,2.711007e+00,zstandard,48,2880
42,3100529,1143615,2.711165e+00,zstandard,48,2880
43,3096858,1143786,2.707550e+00,zstandard,48,2880
44,3097570,1142956,2.710139e+00,zstandard,48,2880
45,3095904,1142700,2.709289e+00,zstandard,48,2880
46,3096196,1142536,2.709933e+00,zstandard,48,2880
47,3094983,1141244,2.711938e+00,zstandard,48,2880
48,3095689,1142908,2.708607e+00,zstandard,48,2880
49,3097974,1143950,2.708138e+00,zstandard,48,2880
