host_id,initial_size,compressed_size,compression_ratio,compression_method,timeframe,datapoints_number
49,1078882,448800,2.403926e+00,lz4,8,480
0,2145442,864284,2.482335e+00,lz4,16,960
1,2145442,864992,2.480303e+00,lz4,16,960
2,2145442,866679,2.475475e+00,lz4,16,960
3,2145442,865156,2.479833e+00,lz4,16,960
4,2145442,866923,2.474778e+00,lz4,16,960
5,2145442,866562,2.475809e+00,lz4,16,960
6,2145442,866455,2.476115e+00,lz4,16,960
7,2145442,867241,2.473871e+00,lz4,16,960
8,2145442,866817,2.475081e+00,lz4,16,960
9,2145442,866847,2.474995e+00,lz4,16,960
10,2145442,865838,2.477879e+00,lz4,16,960
11,2145442,865598,2.478566e+00,lz4,16,960
12,2145442,866492,2.476009e+00,lz4,16,960
13,2145442,866677,2.475480e+00,lz4,16,960
14,2145442,865982,2.477467e+00,lz4,16,960
15,2145442,865372,2.479214e+00,lz4,16,960
16,2145442,865953,2.477550e+00,lz4,16,960
17,2145442,865519,2.478792e+00,lz4,16,960
18,2145442,866605,2.475686e+00,lz4,16,960
19,2145442,864751,2.480994e+00,lz4,16,960
20,2145442,865705,2.478260e+00,lz4,16,960
21,2145442,866815,2.475086e+00,lz4,16,960
22,2145442,866010,2.477387e+00,lz4,16,960
23,2145442,865521,2.478787e+00,lz4,16,960
24,2145442,866630,2.475615e+00,lz4,16,960
25,2145442,866240,2.476729e+00,lz4,16,960
26,2145442,865488,2.478881e+00,lz4,16,960
27,2145442,866752,2.475266e+00,lz4,16,960
28,2145442,864732,2.481048e+00,lz4,16,960
29,2145442,867610,2.472818e+00,lz4,16,960
30,2145442,865895,2.477716e+00,lz4,16,960
31,2145442,865605,2.478546e+00,lz4,16,960
32,2145442,866811,2.475098e+00,lz4,16,960
33,2145442,865381,2.479188e+00,lz4,16,960
34,2145442,865990,2.477444e+00,lz4,16,960
35,2145442,867360,2.473531e+00,lz4,16,960
36,2145442,867494,2.473149e+00,lz4,16,960
37,2145442,866337,2.476452e+00,lz4,16,960
38,2145442,865487,2.478884e+00,lz4,16,960
39,2145442,867417,2.473369e+00,lz4,16,960
40,2145442,867027,2.474481e+00,lz4,16,960
41,2145442,865957,2.477539e+00,lz4,16,960
42,2145442,866330,2.476472e+00,lz4,16,960
43,2145442,864946,2.480435e+00,lz4,16,960
44,2145442,867002,2.474553e+00,lz4,16,960
45,2145442,866686,2.475455e+00,lz4,16,960
46,2145442,866232,2.476752e+00,lz4,16,960
47,2145442,864678,2.481203e+00,lz4,16,960
48,2145442,864945,2.480437e+00,lz4,16,960
49,2145442,867334,2.473605e+00,lz4,16,960
0,6411682,2545250,2.519077e+00,lz4,48,2880
1,6411682,2546687,2.517656e+00,lz4,48,2880
2,6411682,2546308,2.518031e+00,lz4,48,2880
3,6411682,2544888,2.519436e+00,lz4,48,2880
4,6411682,2547648,2.516706e+00,lz4,48,2880
5,6411682,2548783,2.515586e+00,lz4,48,2880
6,6411682,2547314,2.517036e+00,lz4,48,2880
7,6411682,2548326,2.516037e+00,lz4,48,2880
8,6411682,2549290,2.515085e+00,lz4,48,2880
9,6411682,2548657,2.515710e+00,lz4,48,2880
10,6411682,2548922,2.515448e+00,lz4,48,2880
11,6411682,2547180,2.517169e+00,lz4,48,2880
12,6411682,2547032,2.517315e+00,lz4,48,2880
13,6411682,2546846,2.517499e+00,lz4,48,2880
14,6411682,2544573,2.519748e+00,lz4,48,2880
15,6411682,2544899,2.519425e+00,lz4,48,2880
16,6411682,2547622,2.516732e+00,lz4,48,2880
17,6411682,2546299,2.518040e+00,lz4,48,2880
18,6411682,2549012,2.515360e+00,lz4,48,2880
19,6411682,2545795,2.518538e+00,lz4,48,2880
20,6411682,2547705,2.516650e+00,lz4,48,2880
21,6411682,2548787,2.515582e+00,lz4,48,2880
22,6411682,2548362,2.516001e+00,lz4,48,2880
23,6411682,2545815,2.518518e+00,lz4,48,2880
24,6411682,2549726,2.514655e+00,lz4,48,2880
25,6411682,2546654,2.517689e+00,lz4,48,2880
26,6411682,2545996,2.518339e+00,lz4,48,2880
27,6411682,2547777,2.516579e+00,lz4,48,2880
28,6411682,2544842,2.519481e+00,lz4,48,2880
29,6411682,2548756,2.515612e+00,lz4,48,2880
30,6411682,2545089,2.519237e+00,lz4,48,2880
31,6411682,2546008,2.518328e+00,lz4,48,2880
32,6411682,2548990,2.515381e+00,lz4,48,2880
33,6411682,2545735,2.518598e+00,lz4,48,2880
34,6411682,2546374,2.517966e+00,lz4,48,2880
35,6411682,2549515,2.514863e+00,lz4,48,2880
36,6411682,2550460,2.513932e+00,lz4,48,2880
37,6411682,2548459,2.515905e+00,lz4,48,2880
38,6411682,2545477,2.518853e+00,lz4,48,2880
39,6411682,2550110,2.514277e+00,lz4,48,2880
40,6411682,2549252,2.515123e+00,lz4,48,2880
41,6411682,2547659,2.516696e+00,lz4,48,2880
42,6411682,2546654,2.517689e+00,lz4,48,2880
43,6411682,2544060,2.520256e+00,lz4,48,2880
44,6411682,2548665,2.515702e+00,lz4,48,2880
45,6411682,2549660,2.514720e+00,lz4,48,2880
46,6411682,2547906,2.516452e+00,lz4,48,2880
47,6411682,2543690,2.520622e+00,lz4,48,2880
48,6411682,2544049,2.520267e+00,lz4,48,2880
49,6411682,2548544,2.515822e+00,lz4,48,2880
0,278962,90192,3.092979e+00,zstandard,2,120
1,278962,90449,3.084191e+00,zstandard,2,120
2,278962,90382,3.086477e+00,zstandard,2,120
3,278962,89984,3.100129e+00,zstandard,2,120
4,278962,90428,3.084907e+00,zstandard,2,120
5,278962,90564,3.080275e+00,zstandard,2,120
6,278962,90544,3.080955e+00,zstandard,2,120
7,278962,90542,3.081023e+00,zstandard,2,120
8,278962,90305,3.089109e+00,zstandard,2,120
9,278962,90347,3.087673e+00,zstandard,2,120
10,278962,90697,3.075758e+00,zstandard,2,120
11,278962,90266,3.090444e+00,zstandard,2,120
12,278962,90127,3.095210e+00,zstandard,2,120
13,278962,90269,3.090341e+00,zstandard,2,120
14,278962,90416,3.085317e+00,zstandard,2,120
15,278962,90202,3.092637e+00,zstandard,2,120
16,278962,90450,3.084157e+00,zstandard,2,120
17,278962,90591,3.079357e+00,zstandard,2,120
18,278962,90482,3.083066e+00,zstandard,2,120
19,278962,90397,3.085965e+00,zstandard,2,120
20,278962,90156,3.094214e+00,zstandard,2,120
21,278962,90656,3.077149e+00,zstandard,2,120
22,278962,90655,3.077183e+00,zstandard,2,120
23,278962,90166,3.093871e+00,zstandard,2,120
24,278962,90625,3.078201e+00,zstandard,2,120
25,278962,90291,3.089588e+00,zstandard,2,120
26,278962,90118,3.095519e+00,zstandard,2,120
27,278962,90289,3.089657e+00,zstandard,2,120
28,278962,89970,3.100611e+00,zstandard,2,120
29,278962,90456,3.083952e+00,zstandard,2,120
30,278962,89936,3.101783e+00,zstandard,2,120
31,278962,90578,3.079799e+00,zstandard,2,120
32,278962,90570,3.080071e+00,zstandard,2,120
33,278962,90390,3.086204e+00,zstandard,2,120
34,278962,90354,3.087434e+00,zstandard,2,120
35,278962,90650,3.077352e+00,zstandard,2,120
36,278962,90499,3.082487e+00,zstandard,2,120
37,278962,90463,3.083714e+00,zstandard,2,120
38,278962,90338,3.087981e+00,zstandard,2,120
39,278962,90573,3.079969e+00,zstandard,2,120
40,278962,90307,3.089041e+00,zstandard,2,120
41,278962,90337,3.088015e+00,zstandard,2,120
42,278962,90354,3.087434e+00,zstandard,2,120
43,278962,90382,3.086477e+00,zstandard,2,120
44,278962,90816,3.071727e+00,zstandard,2,120
45,278962,90550,3.080751e+00,zstandard,2,120
46,278962,90521,3.081738e+00,zstandard,2,120
47,278962,90321,3.088562e+00,zstandard,2,120
48,278962,90426,3.084976e+00,zstandard,2,120
49,278962,90582,3.079663e+00,zstandard,2,120
0,545602,163009,3.347067e+00,zstandard,4,240
1,545602,162841,3.350520e+00,zstandard,4,240
2,545602,162566,3.356188e+00,zstandard,4,240
3,545602,163148,3.344215e+00,zstandard,4,240
4,545602,163374,3.339589e+00,zstandard,4,240
5,545602,163451,3.338016e+00,zstandard,4,240
6,545602,162908,3.349142e+00,zstandard,4,240
7,545602,163157,3.344031e+00,zstandard,4,240
8,545602,163291,3.341286e+00,zstandard,4,240
9,545602,163012,3.347005e+00,zstandard,4,240
10,545602,163358,3.339916e+00,zstandard,4,240
11,545602,162945,3.348381e+00,zstandard,4,240
12,545602,162709,3.353238e+00,zstandard,4,240
13,545602,163089,3.345425e+00,zstandard,4,240
14,545602,162975,3.347765e+00,zstandard,4,240
15,545602,162775,3.351878e+00,zstandard,4,240
16,545602,162939,3.348505e+00,zstandard,4,240
17,545602,163312,3.340857e+00,zstandard,4,240
18,545602,163183,3.343498e+00,zstandard,4,240
19,545602,162817,3.351014e+00,zstandard,4,240
20,545602,162790,3.351570e+00,zstandard,4,240
21,545602,163235,3.342433e+00,zstandard,4,240
22,545602,163139,3.344400e+00,zstandard,4,240
23,545602,162810,3.351158e+00,zstandard,4,240
24,545602,163457,3.337893e+00,zstandard,4,240
25,545602,162993,3.347395e+00,zstandard,4,240
26,545602,162115,3.365524e+00,zstandard,4,240
27,545602,162586,3.355775e+00,zstandard,4,240
28,545602,162625,3.354970e+00,zstandard,4,240
29,545602,163109,3.345015e+00,zstandard,4,240
30,545602,162140,3.365006e+00,zstandard,4,240
31,545602,162996,3.347334e+00,zstandard,4,240
32,545602,164098,3.324855e+00,zstandard,4,240
33,545602,163192,3.343313e+00,zstandard,4,240
34,545602,163325,3.340591e+00,zstandard,4,240
35,545602,163877,3.329338e+00,zstandard,4,240
36,545602,162900,3.349306e+00,zstandard,4,240
37,545602,162836,3.350623e+00,zstandard,4,240
38,545602,162666,3.354124e+00,zstandard,4,240
39,545602,162960,3.348073e+00,zstandard,4,240
40,545602,162953,3.348217e+00,zstandard,4,240
41,545602,163231,3.342515e+00,zstandard,4,240
42,545602,162536,3.356807e+00,zstandard,4,240
43,545602,162862,3.350088e+00,zstandard,4,240
44,545602,163654,3.333875e+00,zstandard,4,240
45,545602,163219,3.342760e+00,zstandard,4,240
46,545602,163364,3.339793e+00,zstandard,4,240
47,545602,162789,3.351590e+00,zstandard,4,240
48,545602,163230,3.342535e+00,zstandard,4,240
49,545602,163137,3.344441e+00,zstandard,4,240
0,1078882,290558,3.713138e+00,zstandard,8,480
1,1078882,291327,3.703337e+00,zstandard,8,480
2,1078882,291074,3.706556e+00,zstandard,8,480
3,1078882,293090,3.681060e+00,zstandard,8,480
4,1078882,293174,3.680006e+00,zstandard,8,480
5,1078882,293577,3.674954e+00,zstandard,8,480
6,1078882,293640,3.674166e+00,zstandard,8,480
7,1078882,291691,3.698715e+00,zstandard,8,480
8,1078882,293295,3.678488e+00,zstandard,8,480
9,1078882,291986,3.694979e+00,zstandard,8,480
10,1078882,293024,3.681890e+00,zstandard,8,480
11,1078882,291714,3.698424e+00,zstandard,8,480
12,1078882,293225,3.679366e+00,zstandard,8,480
13,1078882,293595,3.674729e+00,zstandard,8,480
14,1078882,291119,3.705983e+00,zstandard,8,480
15,1078882,292182,3.692500e+00,zstandard,8,480
16,1078882,292655,3.686532e+00,zstandard,8,480
17,1078882,292890,3.683574e+00,zstandard,8,480
18,1078882,293712,3.673265e+00,zstandard,8,480
19,1078882,292695,3.686028e+00,zstandard,8,480
20,1078882,291589,3.700009e+00,zstandard,8,480
21,1078882,291818,3.697106e+00,zstandard,8,480
22,1078882,293495,3.675981e+00,zstandard,8,480
23,1078882,293089,3.681073e+00,zstandard,8,480
24,1078882,292509,3.688372e+00,zstandard,8,480
25,1078882,293472,3.676269e+00,zstandard,8,480
26,1078882,291704,3.698551e+00,zstandard,8,480
27,1078882,292100,3.693536e+00,zstandard,8,480
28,1078882,292124,3.693233e+00,zstandard,8,480
29,1078882,293348,3.677823e+00,zstandard,8,480
30,1078882,291864,3.696523e+00,zstandard,8,480
31,1078882,291645,3.699299e+00,zstandard,8,480
32,1078882,294191,3.667284e+00,zstandard,8,480
33,1078882,292801,3.684694e+00,zstandard,8,480
34,1078882,292646,3.686645e+00,zstandard,8,480
35,1078882,293888,3.671065e+00,zstandard,8,480
36,1078882,292323,3.690719e+00,zstandard,8,480
37,1078882,292999,3.682204e+00,zstandard,8,480
38,1078882,292147,3.692942e+00,zstandard,8,480
39,1078882,292222,3.691994e+00,zstandard,8,480
40,1078882,293738,3.672940e+00,zstandard,8,480
41,1078882,292921,3.683184e+00,zstandard,8,480
42,1078882,292937,3.682983e+00,zstandard,8,480
43,1078882,293109,3.680822e+00,zstandard,8,480
44,1078882,293895,3.670978e+00,zstandard,8,480
45,1078882,293068,3.681337e+00,zstandard,8,480
46,1078882,292413,3.689583e+00,zstandard,8,480
47,1078882,291438,3.701926e+00,zstandard,8,480
48,1078882,293493,3.676006e+00,zstandard,8,480
49,1078882,292473,3.688826e+00,zstandard,8,480
0,2145442,552900,3.880344e+00,zstandard,16,960
1,2145442,554290,3.870613e+00,zstandard,16,960
2,2145442,554103,3.871919e+00,zstandard,16,960
3,2145442,554883,3.866476e+00,zstandard,16,960
4,2145442,557211,3.850322e+00,zstandard,16,960
5,2145442,556245,3.857009e+00,zstandard,16,960
6,2145442,557225,3.850226e+00,zstandard,16,960
7,2145442,556284,3.856739e+00,zstandard,16,960
8,2145442,555915,3.859299e+00,zstandard,16,960
9,2145442,554935,3.866114e+00,zstandard,16,960
10,2145442,555264,3.863823e+00,zstandard,16,960
11,2145442,553238,3.877973e+00,zstandard,16,960
12,2145442,555535,3.861938e+00,zstandard,16,960
13,2145442,557684,3.847057e+00,zstandard,16,960
14,2145442,554179,3.871388e+00,zstandard,16,960
15,2145442,554749,3.867410e+00,zstandard,16,960
16,2145442,554735,3.867508e+00,zstandard,16,960
17,2145442,554677,3.867912e+00,zstandard,16,960
18,2145442,556621,3.854404e+00,zstandard,16,960
19,2145442,554871,3.866560e+00,zstandard,16,960
20,2145442,552521,3.883005e+00,zstandard,16,960
21,2145442,555002,3.865647e+00,zstandard,16,960
22,2145442,556960,3.852058e+00,zstandard,16,960
23,2145442,555855,3.859715e+00,zstandard,16,960
24,2145442,556281,3.856759e+00,zstandard,16,960
25,2145442,554978,3.865815e+00,zstandard,16,960
26,2145442,554348,3.870208e+00,zstandard,16,960
27,2145442,554225,3.871067e+00,zstandard,16,960
28,2145442,555082,3.865090e+00,zstandard,16,960
29,2145442,556655,3.854168e+00,zstandard,16,960
30,2145442,554599,3.868456e+00,zstandard,16,960
31,2145442,553850,3.873688e+00,zstandard,16,960
32,2145442,557595,3.847671e+00,zstandard,16,960
33,2145442,554860,3.866637e+00,zstandard,16,960
34,2145442,555596,3.861514e+00,zstandard,16,960
35,2145442,555942,3.859111e+00,zstandard,16,960
36,2145442,555292,3.863629e+00,zstandard,16,960
37,2145442,555658,3.861084e+00,zstandard,16,960
38,2145442,554109,3.871877e+00,zstandard,16,960
39,2145442,555594,3.861528e+00,zstandard,16,960
40,2145442,557332,3.849486e+00,zstandard,16,960
41,2145442,554275,3.870718e+00,zstandard,16,960
42,2145442,556686,3.853954e+00,zstandard,16,960
43,2145442,554133,3.871709e+00,zstandard,16,960
44,2145442,557077,3.851249e+00,zstandard,16,960
45,2145442,556883,3.852590e+00,zstandard,16,960
46,2145442,556231,3.857106e+00,zstandard,16,960
47,2145442,550076,3.900265e+00,zstandard,16,960
48,2145442,555469,3.862397e+00,zstandard,16,960
49,2145442,555615,3.861382e+00,zstandard,16,960
0,6411682,1631325,3.930352e+00,zstandard,48,2880
1,6411682,1635006,3.921504e+00,zstandard,48,2880
2,6411682,1633387,3.925391e+00,zstandard,48,2880
3,6411682,1632987,3.926352e+00,zstandard,48,2880
4,6411682,1637280,3.916057e+00,zstandard,48,2880
5,6411682,1638121,3.914047e+00,zstandard,48,2880
6,6411682,1635830,3.919528e+00,zstandard,48,2880
7,6411682,1635962,3.919212e+00,zstandard,48,2880
8,6411682,1637711,3.915027e+00,zstandard,48,2880
9,6411682,1632977,3.926376e+00,zstandard,48,2880
10,6411682,1638509,3.913120e+00,zstandard,48,2880
11,6411682,1633577,3.924934e+00,zstandard,48,2880
12,6411682,1633729,3.924569e+00,zstandard,48,2880
13,6411682,1637163,3.916337e+00,zstandard,48,2880
14,6411682,1631500,3.929931e+00,zstandard,48,2880
15,6411682,1632759,3.926900e+00,zstandard,48,2880
16,6411682,1634565,3.922562e+00,zstandard,48,2880
17,6411682,1634259,3.923296e+00,zstandard,48,2880
18,6411682,1638122,3.914044e+00,zstandard,48,2880
19,6411682,1634989,3.921544e+00,zstandard,48,2880
20,6411682,1630314,3.932790e+00,zstandard,48,2880
21,6411682,1638230,3.913786e+00,zstandard,48,2880
22,6411682,1638663,3.912752e+00,zstandard,48,2880
23,6411682,1633761,3.924492e+00,zstandard,48,2880
24,6411682,1639538,3.910664e+00,zstandard,48,2880
25,6411682,1632025,3.928667e+00,zstandard,48,2880
26,6411682,1633335,3.925516e+00,zstandard,48,2880
27,6411682,1636099,3.918884e+00,zstandard,48,2880
28,6411682,1636245,3.918534e+00,zstandard,48,2880
29,6411682,1635462,3.920410e+00,zstandard,48,2880
30,6411682,1632605,3.927271e+00,zstandard,48,2880
31,6411682,1632181,3.928291e+00,zstandard,48,2880
32,6411682,1638688,3.912692e+00,zstandard,48,2880
33,6411682,1631974,3.928789e+00,zstandard,48,2880
34,6411682,1633445,3.925251e+00,zstandard,48,2880
35,6411682,1636268,3.918479e+00,zstandard,48,2880
36,6411682,1636930,3.916894e+00,zstandard,48,2880
37,6411682,1637851,3.914692e+00,zstandard,48,2880
38,6411682,1633238,3.925749e+00,zstandard,48,2880
39,6411682,1637122,3.916435e+00,zstandard,48,2880
40,6411682,1639808,3.910020e+00,zstandard,48,2880
41,6411682,1633804,3.924389e+00,zstandard,48,2880
42,6411682,1636350,3.918283e+00,zstandard,48,2880
43,6411682,1629655,3.934380e+00,zstandard,48,2880
44,6411682,1638108,3.914078e+00,zstandard,48,2880
45,6411682,1639005,3.911936e+00,zstandard,48,2880
46,6411682,1638398,3.913385e+00,zstandard,48,2880
47,6411682,1626527,3.941946e+00,zstandard,48,2880
48,6411682,1632882,3.926605e+00,zstandard,48,2880
49,6411682,1636501,3.917921e+00,zstandard,48,2880
